id,name,region,level,type,lat,lon,relations
HUA-I-063,Centro de Salud Huancavelica #63,Huancavelica,I-4,Centro de Salud,-12.939217,-74.308563,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 18.647, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 35.728, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 45.419, ""level_gap"": 1}, {""target_id"": ""AYA-HII-010"", ""weight_km"": 16.184, ""level_gap"": 1}]"
HUA-I-064,Centro de Salud Huancavelica #64,Huancavelica,I-3,Centro de Salud,-12.984695,-74.929133,"[{""target_id"": ""HUA-HII-011"", ""weight_km"": 11.399, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 34.235, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 36.39, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 2.434, ""level_gap"": 1}]"
HUA-I-065,Puesto de Salud Huancavelica #65,Huancavelica,I-2,Puesto de Salud,-12.665087,-75.801419,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 29.883, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 45.18, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 50.241, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 92.638, ""level_gap"": 1}]"
HUA-I-066,Puesto de Salud Huancavelica #66,Huancavelica,I-3,Puesto de Salud,-12.471856,-75.283535,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 33.86, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 55.236, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 58.007, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 37.032, ""level_gap"": 1}]"
HUA-I-067,Puesto de Salud Huancavelica #67,Huancavelica,I-3,Puesto de Salud,-12.177623,-75.314152,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 61.746, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 81.804, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 88.975, ""level_gap"": 1}, {""target_id"": ""JUN-HII-004"", ""weight_km"": 48.178, ""level_gap"": 1}]"
HUA-I-068,Centro de Salud Huancavelica #68,Huancavelica,I-3,Centro de Salud,-13.022709,-75.843078,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 31.63, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 35.883, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 42.459, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 100.98, ""level_gap"": 1}]"
HUA-I-069,Puesto de Salud Huancavelica #69,Huancavelica,I-2,Puesto de Salud,-12.606776,-74.571466,"[{""target_id"": ""HUA-HII-002"", ""weight_km"": 13.691, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 21.889, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 45.08, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 11.351, ""level_gap"": 1}]"
HUA-I-070,Puesto de Salud Huancavelica #70,Huancavelica,I-3,Puesto de Salud,-12.951796,-75.765731,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 20.268, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 26.906, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 33.645, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 92.463, ""level_gap"": 1}]"
HUA-I-071,Centro de Salud Huancavelica #71,Huancavelica,I-2,Centro de Salud,-12.693455,-74.929333,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 12.701, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 37.0, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 40.478, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 15.098, ""level_gap"": 1}]"
HUA-I-072,Centro de Salud Huancavelica #72,Huancavelica,I-2,Centro de Salud,-12.208923,-74.255249,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 34.128, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 66.535, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 90.94, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 64.688, ""level_gap"": 1}]"
HUA-I-073,Centro de Salud Huancavelica #73,Huancavelica,I-4,Centro de Salud,-12.405982,-74.740417,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 32.692, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 41.033, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 43.723, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 28.868, ""level_gap"": 1}]"
HUA-I-074,Centro de Salud Huancavelica #74,Huancavelica,I-2,Centro de Salud,-12.981925,-75.37315,"[{""target_id"": ""HUA-HII-007"", ""weight_km"": 9.11, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 15.807, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 28.979, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 49.915, ""level_gap"": 1}]"
HUA-I-075,Puesto de Salud Huancavelica #75,Huancavelica,I-3,Puesto de Salud,-12.536133,-75.332807,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 34.601, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 46.319, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 49.597, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 41.142, ""level_gap"": 1}]"
HUA-I-076,Puesto de Salud Huancavelica #76,Huancavelica,I-3,Puesto de Salud,-12.77753,-74.736623,"[{""target_id"": ""HUA-HII-002"", ""weight_km"": 20.108, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 35.472, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 38.097, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 20.56, ""level_gap"": 1}]"
HUA-I-077,Puesto de Salud Huancavelica #77,Huancavelica,I-4,Puesto de Salud,-13.021801,-74.612395,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 15.722, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 17.242, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 23.138, ""level_gap"": 1}, {""target_id"": ""AYA-HII-003"", ""weight_km"": 21.574, ""level_gap"": 1}]"
HUA-I-078,Puesto de Salud Huancavelica #78,Huancavelica,I-4,Puesto de Salud,-12.252873,-74.471382,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 22.639, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 53.792, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 77.183, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 51.567, ""level_gap"": 1}]"
HUA-I-079,Centro de Salud Huancavelica #79,Huancavelica,I-3,Centro de Salud,-12.23812,-74.423408,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 24.175, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 56.525, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 82.367, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 54.372, ""level_gap"": 1}]"
HUA-I-080,Puesto de Salud Huancavelica #80,Huancavelica,I-4,Puesto de Salud,-13.300132,-75.866982,"[{""target_id"": ""HUA-HII-012"", ""weight_km"": 53.281, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 56.9, ""level_gap"": 1}, {""target_id"": ""HUA-HII-008"", ""weight_km"": 57.771, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 109.673, ""level_gap"": 1}]"
HUA-I-081,Centro de Salud Huancavelica #81,Huancavelica,I-3,Centro de Salud,-12.923026,-75.167066,"[{""target_id"": ""HUA-HII-011"", ""weight_km"": 17.725, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 31.625, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 31.627, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 28.057, ""level_gap"": 1}]"
HUA-I-082,Puesto de Salud Huancavelica #82,Huancavelica,I-4,Puesto de Salud,-12.66849,-75.621133,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 20.851, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 34.579, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 37.618, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 73.334, ""level_gap"": 1}]"
HUA-I-083,Puesto de Salud Huancavelica #83,Huancavelica,I-4,Puesto de Salud,-13.137035,-74.850583,"[{""target_id"": ""HUA-HII-003"", ""weight_km"": 17.062, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 21.698, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 24.016, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 19.772, ""level_gap"": 1}]"
HUA-I-084,Centro de Salud Huancavelica #84,Huancavelica,I-2,Centro de Salud,-13.387099,-75.537573,"[{""target_id"": ""HUA-HII-008"", ""weight_km"": 22.437, ""level_gap"": 1}, {""target_id"": ""HUA-HII-006"", ""weight_km"": 26.477, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 47.246, ""level_gap"": 1}, {""target_id"": ""AYA-HII-006"", ""weight_km"": 78.945, ""level_gap"": 1}]"
HUA-I-085,Puesto de Salud Huancavelica #85,Huancavelica,I-3,Puesto de Salud,-13.064068,-75.243718,"[{""target_id"": ""HUA-HII-011"", ""weight_km"": 23.806, ""level_gap"": 1}, {""target_id"": ""HUA-HII-006"", ""weight_km"": 24.991, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 25.421, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 37.366, ""level_gap"": 1}]"
HUA-I-086,Centro de Salud Huancavelica #86,Huancavelica,I-4,Centro de Salud,-12.131223,-74.637495,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 41.683, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 67.05, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 73.958, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 58.807, ""level_gap"": 1}]"
HUA-I-087,Puesto de Salud Huancavelica #87,Huancavelica,I-2,Puesto de Salud,-12.315978,-75.305337,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 48.204, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 68.341, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 74.072, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 46.763, ""level_gap"": 1}]"
HUA-I-088,Puesto de Salud Huancavelica #88,Huancavelica,I-2,Puesto de Salud,-12.233176,-74.896327,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 50.655, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 55.008, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 66.268, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 36.878, ""level_gap"": 1}]"
HUA-I-089,Puesto de Salud Huancavelica #89,Huancavelica,I-2,Puesto de Salud,-13.158338,-75.843882,"[{""target_id"": ""HUA-HII-012"", ""weight_km"": 41.496, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 42.342, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 47.196, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 103.023, ""level_gap"": 1}]"
HUA-I-090,Centro de Salud Huancavelica #90,Huancavelica,I-3,Centro de Salud,-12.862914,-74.27289,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 26.141, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 34.302, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 49.027, ""level_gap"": 1}, {""target_id"": ""AYA-HII-010"", ""weight_km"": 25.459, ""level_gap"": 1}]"
HUA-I-091,Centro de Salud Huancavelica #91,Huancavelica,I-2,Centro de Salud,-13.214605,-74.558999,"[{""target_id"": ""HUA-HII-009"", ""weight_km"": 11.278, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 16.393, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 25.805, ""level_gap"": 1}, {""target_id"": ""AYA-HII-003"", ""weight_km"": 17.205, ""level_gap"": 1}]"
HUA-I-092,Puesto de Salud Huancavelica #92,Huancavelica,I-4,Puesto de Salud,-13.378968,-74.422954,"[{""target_id"": ""HUA-HII-009"", ""weight_km"": 33.961, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 36.509, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 42.467, ""level_gap"": 1}, {""target_id"": ""AYA-HII-003"", ""weight_km"": 29.418, ""level_gap"": 1}]"
HUA-I-093,Centro de Salud Huancavelica #93,Huancavelica,I-3,Centro de Salud,-12.48338,-75.87091,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 50.32, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 65.635, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 70.049, ""level_gap"": 1}, {""target_id"": ""JUN-HII-012"", ""weight_km"": 90.074, ""level_gap"": 1}]"
HUA-I-094,Puesto de Salud Huancavelica #94,Huancavelica,I-2,Puesto de Salud,-12.594151,-74.218802,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 28.906, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 39.742, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 52.63, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 39.221, ""level_gap"": 1}]"
HUA-I-095,Puesto de Salud Huancavelica #95,Huancavelica,I-4,Puesto de Salud,-13.03255,-74.531216,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 7.66, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 20.352, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 27.407, ""level_gap"": 1}, {""target_id"": ""AYA-HII-003"", ""weight_km"": 13.656, ""level_gap"": 1}]"
HUA-I-096,Centro de Salud Huancavelica #96,Huancavelica,I-3,Centro de Salud,-12.922555,-74.657865,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 22.184, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 24.075, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 27.701, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 26.041, ""level_gap"": 1}]"
HUA-I-097,Centro de Salud Huancavelica #97,Huancavelica,I-2,Centro de Salud,-13.409573,-75.134311,"[{""target_id"": ""HUA-HII-008"", ""weight_km"": 22.899, ""level_gap"": 1}, {""target_id"": ""HUA-HII-006"", ""weight_km"": 25.111, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 45.697, ""level_gap"": 1}, {""target_id"": ""AYA-HII-001"", ""weight_km"": 37.842, ""level_gap"": 1}]"
HUA-I-098,Puesto de Salud Huancavelica #98,Huancavelica,I-3,Puesto de Salud,-12.613164,-75.277865,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 26.154, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 43.69, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 44.723, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 35.584, ""level_gap"": 1}]"
HUA-I-099,Centro de Salud Huancavelica #99,Huancavelica,I-2,Centro de Salud,-13.130176,-75.045919,"[{""target_id"": ""HUA-HII-011"", ""weight_km"": 13.334, ""level_gap"": 1}, {""target_id"": ""HUA-HII-006"", ""weight_km"": 33.92, ""level_gap"": 1}, {""target_id"": ""HUA-HII-003"", ""weight_km"": 37.332, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 22.942, ""level_gap"": 1}]"
HUA-I-100,Centro de Salud Huancavelica #100,Huancavelica,I-3,Centro de Salud,-12.194595,-74.864549,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 54.113, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 55.845, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 68.13, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 41.781, ""level_gap"": 1}]"
HUA-I-101,Centro de Salud Huancavelica #101,Huancavelica,I-3,Centro de Salud,-12.908811,-74.601741,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 17.574, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 20.529, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 29.755, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 22.729, ""level_gap"": 1}]"
HUA-I-102,Centro de Salud Huancavelica #102,Huancavelica,I-2,Centro de Salud,-13.359172,-75.598855,"[{""target_id"": ""HUA-HII-008"", ""weight_km"": 28.6, ""level_gap"": 1}, {""target_id"": ""HUA-HII-006"", ""weight_km"": 31.436, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 44.959, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 85.99, ""level_gap"": 1}]"
HUA-I-103,Centro de Salud Huancavelica #103,Huancavelica,I-3,Centro de Salud,-12.989017,-75.228892,"[{""target_id"": ""HUA-HII-011"", ""weight_km"": 21.606, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 24.698, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 31.429, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 34.332, ""level_gap"": 1}]"
HUA-I-104,Centro de Salud Huancavelica #104,Huancavelica,I-3,Centro de Salud,-12.569697,-74.797176,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 28.718, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 31.434, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 40.468, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 17.113, ""level_gap"": 1}]"
HUA-I-105,Puesto de Salud Huancavelica #105,Huancavelica,I-4,Puesto de Salud,-12.452484,-75.415904,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 46.914, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 49.375, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 57.24, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 51.49, ""level_gap"": 1}]"
HUA-I-106,Puesto de Salud Huancavelica #106,Huancavelica,I-3,Puesto de Salud,-12.421368,-74.483215,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 5.682, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 35.177, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 64.326, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 33.002, ""level_gap"": 1}]"
HUA-I-107,Puesto de Salud Huancavelica #107,Huancavelica,I-4,Puesto de Salud,-12.70698,-75.229561,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 20.765, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 37.798, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 40.106, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 34.028, ""level_gap"": 1}]"
HUA-I-108,Centro de Salud Huancavelica #108,Huancavelica,I-3,Centro de Salud,-13.30539,-75.863727,"[{""target_id"": ""HUA-HII-012"", ""weight_km"": 53.447, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 57.236, ""level_gap"": 1}, {""target_id"": ""HUA-HII-008"", ""weight_km"": 57.373, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 109.538, ""level_gap"": 1}]"
HUA-I-109,Centro de Salud Huancavelica #109,Huancavelica,I-3,Centro de Salud,-12.572494,-74.486505,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 13.911, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 19.071, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 47.541, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 17.122, ""level_gap"": 1}]"
HUA-I-110,Centro de Salud Huancavelica #110,Huancavelica,I-2,Centro de Salud,-12.104665,-75.469298,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 77.691, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 84.816, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 95.548, ""level_gap"": 1}, {""target_id"": ""JUN-HII-012"", ""weight_km"": 43.158, ""level_gap"": 1}]"
HUA-I-111,Centro de Salud Huancavelica #111,Huancavelica,I-4,Centro de Salud,-12.615518,-75.66,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 27.298, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 41.57, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 44.815, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 76.808, ""level_gap"": 1}]"
HUA-I-112,Puesto de Salud Huancavelica #112,Huancavelica,I-4,Puesto de Salud,-12.712653,-75.552725,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 16.937, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 28.057, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 30.054, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 67.09, ""level_gap"": 1}]"
HUA-I-113,Centro de Salud Huancavelica #113,Huancavelica,I-4,Centro de Salud,-12.457365,-74.254857,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 20.485, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 44.672, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 64.626, ""level_gap"": 1}, {""target_id"": ""AYA-HII-012"", ""weight_km"": 43.375, ""level_gap"": 1}]"
HUA-I-114,Centro de Salud Huancavelica #114,Huancavelica,I-4,Centro de Salud,-12.750103,-75.248509,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 24.2, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 32.85, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 37.413, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 38.268, ""level_gap"": 1}]"
HUA-I-115,Puesto de Salud Huancavelica #115,Huancavelica,I-2,Puesto de Salud,-12.87182,-74.332297,"[{""target_id"": ""HUA-HII-001"", ""weight_km"": 20.54, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 29.159, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 47.932, ""level_gap"": 1}, {""target_id"": ""AYA-HII-010"", ""weight_km"": 22.064, ""level_gap"": 1}]"
HUA-I-116,Puesto de Salud Huancavelica #116,Huancavelica,I-2,Puesto de Salud,-12.228558,-75.17975,"[{""target_id"": ""HUA-HII-004"", ""weight_km"": 50.824, ""level_gap"": 1}, {""target_id"": ""HUA-HII-010"", ""weight_km"": 83.726, ""level_gap"": 1}, {""target_id"": ""HUA-HII-005"", ""weight_km"": 83.833, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 44.225, ""level_gap"": 1}]"
HUA-I-117,Centro de Salud Huancavelica #117,Huancavelica,I-4,Centro de Salud,-12.384255,-75.83235,"[{""target_id"": ""HUA-HII-010"", ""weight_km"": 57.826, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 72.813, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 76.499, ""level_gap"": 1}, {""target_id"": ""JUN-HII-012"", ""weight_km"": 78.285, ""level_gap"": 1}]"
HUA-I-118,Puesto de Salud Huancavelica #118,Huancavelica,I-3,Puesto de Salud,-13.398386,-74.718172,"[{""target_id"": ""HUA-HII-003"", ""weight_km"": 21.321, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 26.17, ""level_gap"": 1}, {""target_id"": ""HUA-HII-001"", ""weight_km"": 51.89, ""level_gap"": 1}, {""target_id"": ""AYA-HII-001"", ""weight_km"": 7.521, ""level_gap"": 1}]"
HUA-I-119,Puesto de Salud Huancavelica #119,Huancavelica,I-3,Puesto de Salud,-13.40602,-74.864438,"[{""target_id"": ""HUA-HII-003"", ""weight_km"": 27.735, ""level_gap"": 1}, {""target_id"": ""HUA-HII-009"", ""weight_km"": 34.655, ""level_gap"": 1}, {""target_id"": ""HUA-HII-011"", ""weight_km"": 47.454, ""level_gap"": 1}, {""target_id"": ""AYA-HII-001"", ""weight_km"": 8.935, ""level_gap"": 1}]"
HUA-I-120,Centro de Salud Huancavelica #120,Huancavelica,I-2,Centro de Salud,-12.167069,-74.751179,"[{""target_id"": ""HUA-HII-005"", ""weight_km"": 46.257, ""level_gap"": 1}, {""target_id"": ""HUA-HII-004"", ""weight_km"": 63.853, ""level_gap"": 1}, {""target_id"": ""HUA-HII-002"", ""weight_km"": 65.932, ""level_gap"": 1}, {""target_id"": ""AYA-HII-011"", ""weight_km"": 48.95, ""level_gap"": 1}]"
HUA-I-121,Centro de Salud Huancavelica #121,Huancavelica,I-3,Centro de Salud,-13.1373,-75.407823,"[{""target_id"": ""HUA-HII-006"", ""weight_km"": 18.023, ""level_gap"": 1}, {""target_id"": ""HUA-HII-007"", ""weight_km"": 19.76, ""level_gap"": 1}, {""target_id"": ""HUA-HII-012"", ""weight_km"": 22.776, ""level_gap"": 1}, {""target_id"": ""AYA-HII-002"", ""weight_km"": 56.778, ""level_gap"": 1}]"
